user_supplied_name,submitted_name,data_source_title,score,matched_name2
Claopodium bolanderi,Claopodium bolanderi,Encyclopedia of Life,0.988,Claopodium bolanderi
Claopodium bolanderi,Claopodium bolanderi,Catalogue of Life Checklist,0.988,Claopodium bolanderi
Claopodium bolanderi,Claopodium bolanderi,Tropicos - Missouri Botanical Garden,0.988,Claopodium bolanderi
Claopodium bolanderi,Claopodium bolanderi,The International Plant Names Index,0.988,Claopodium bolanderi
Claopodium crispifolium,Claopodium crispifolium,Encyclopedia of Life,0.988,Claopodium crispifolium
Claopodium crispifolium,Claopodium crispifolium,Catalogue of Life Checklist,0.988,Claopodium crispifolium
Claopodium crispifolium,Claopodium crispifolium,Tropicos - Missouri Botanical Garden,0.988,Claopodium crispifolium
Claopodium whippleanum,Claopodium whippleanum,Encyclopedia of Life,0.988,Claopodium whippleanum
Claopodium whippleanum,Claopodium whippleanum,Catalogue of Life Checklist,0.988,Claopodium whippleanum
Claopodium whippleanum,Claopodium whippleanum,Tropicos - Missouri Botanical Garden,0.988,Claopodium whippleanum
Leskea,Leskea,Catalogue of Life Checklist,0.75,Leskea
Leskea,Leskea,Encyclopedia of Life,0.75,Leskea
Leskea,Leskea,Tropicos - Missouri Botanical Garden,0.75,Leskea
Leskea polycarpa,Leskea polycarpa,Encyclopedia of Life,0.988,Leskea polycarpa
Leskea polycarpa,Leskea polycarpa,Catalogue of Life Checklist,0.988,Leskea polycarpa
Leskea polycarpa,Leskea polycarpa,Tropicos - Missouri Botanical Garden,0.988,Leskea polycarpa
Pseudoleskea,Pseudoleskea,Catalogue of Life Checklist,0.75,Pseudoleskea
Pseudoleskea,Pseudoleskea,Encyclopedia of Life,0.75,Pseudoleskea
Pseudoleskea,Pseudoleskea,Tropicos - Missouri Botanical Garden,0.75,Pseudoleskea
Pseudoleskea incurvata,Pseudoleskea incurvata,Encyclopedia of Life,0.988,Pseudoleskea incurvata
Pseudoleskea incurvata,Pseudoleskea incurvata,Catalogue of Life Checklist,0.988,Pseudoleskea incurvata
Pseudoleskea incurvata,Pseudoleskea incurvata,Tropicos - Missouri Botanical Garden,0.988,Pseudoleskea incurvata
Pseudoleskea patens,Pseudoleskea patens,Encyclopedia of Life,0.988,Pseudoleskea patens
Pseudoleskea patens,Pseudoleskea patens,Catalogue of Life Checklist,0.988,Pseudoleskea patens
Pseudoleskea patens,Pseudoleskea patens,Tropicos - Missouri Botanical Garden,0.988,Pseudoleskea patens
Pseudoleskea radicosa,Pseudoleskea radicosa,Encyclopedia of Life,0.988,Pseudoleskea radicosa
Pseudoleskea radicosa,Pseudoleskea radicosa,Catalogue of Life Checklist,0.988,Pseudoleskea radicosa
Pseudoleskea radicosa,Pseudoleskea radicosa,Tropicos - Missouri Botanical Garden,0.988,Pseudoleskea radicosa
Pseudoleskea radicosa var. pallida,Pseudoleskea radicosa var. pallida,Encyclopedia of Life,0.999,Pseudoleskea radicosa pallida
Pseudoleskea radicosa var. pallida,Pseudoleskea radicosa var. pallida,Tropicos - Missouri Botanical Garden,0.999,Pseudoleskea radicosa var. pallida
Pseudoleskea saviana,Pseudoleskea saviana,Encyclopedia of Life,0.988,Pseudoleskea saviana
Pseudoleskea saviana,Pseudoleskea saviana,Catalogue of Life Checklist,0.988,Pseudoleskea saviana
Pseudoleskea saviana,Pseudoleskea saviana,Tropicos - Missouri Botanical Garden,0.988,Pseudoleskea saviana
Pseudoleskea stenophylla,Pseudoleskea stenophylla,Encyclopedia of Life,0.988,Pseudoleskea stenophylla
Pseudoleskea stenophylla,Pseudoleskea stenophylla,Catalogue of Life Checklist,0.988,Pseudoleskea stenophylla
Pseudoleskea stenophylla,Pseudoleskea stenophylla,Tropicos - Missouri Botanical Garden,0.988,Pseudoleskea stenophylla
Pseudoleskea tribulosa,Pseudoleskea tribulosa,Encyclopedia of Life,0.988,Pseudoleskea tribulosa
Pseudoleskea tribulosa,Pseudoleskea tribulosa,Tropicos - Missouri Botanical Garden,0.988,Pseudoleskea tribulosa
Pseudoleskeella,Pseudoleskeella,Catalogue of Life Checklist,0.75,Pseudoleskeella
Pseudoleskeella,Pseudoleskeella,Encyclopedia of Life,0.75,Pseudoleskeella
Pseudoleskeella,Pseudoleskeella,Tropicos - Missouri Botanical Garden,0.75,Pseudoleskeella
Pseudoleskeella serpentinensis,Pseudoleskeella serpentinensis,Encyclopedia of Life,0.988,Pseudoleskeella serpentinensis
Pseudoleskeella serpentinensis,Pseudoleskeella serpentinensis,Catalogue of Life Checklist,0.988,Pseudoleskeella serpentinensis
Pseudoleskeella serpentinensis,Pseudoleskeella serpentinensis,Tropicos - Missouri Botanical Garden,0.988,Pseudoleskeella serpentinensis
Pseudoleskeella tectorum,Pseudoleskeella tectorum,Encyclopedia of Life,0.988,Pseudoleskeella tectorum
Pseudoleskeella tectorum,Pseudoleskeella tectorum,Catalogue of Life Checklist,0.988,Pseudoleskeella tectorum
Pseudoleskeella tectorum,Pseudoleskeella tectorum,Tropicos - Missouri Botanical Garden,0.988,Pseudoleskeella tectorum
Ditrichaceae,Ditrichaceae,Catalogue of Life Checklist,0.75,Ditrichaceae
Ditrichaceae,Ditrichaceae,Encyclopedia of Life,0.75,Ditrichaceae
Ditrichaceae,Ditrichaceae,Tropicos - Missouri Botanical Garden,0.75,Ditrichaceae
Aulacomnium,Aulacomnium,Catalogue of Life Checklist,0.75,Aulacomnium
Aulacomnium,Aulacomnium,Encyclopedia of Life,0.75,Aulacomnium
Aulacomnium,Aulacomnium,Tropicos - Missouri Botanical Garden,0.75,Aulacomnium
Aulacomnium androgynum,Aulacomnium androgynum,Encyclopedia of Life,0.988,Aulacomnium androgynum
Aulacomnium androgynum,Aulacomnium androgynum,Catalogue of Life Checklist,0.988,Aulacomnium androgynum
Aulacomnium androgynum,Aulacomnium androgynum,Tropicos - Missouri Botanical Garden,0.988,Aulacomnium androgynum
Aulacomnium palustre,Aulacomnium palustre,Encyclopedia of Life,0.988,Aulacomnium palustre
Aulacomnium palustre,Aulacomnium palustre,Catalogue of Life Checklist,0.988,Aulacomnium palustre
Aulacomnium palustre,Aulacomnium palustre,Tropicos - Missouri Botanical Garden,0.988,Aulacomnium palustre
Fissidentaceae,Fissidentaceae,Catalogue of Life Checklist,0.75,Fissidentaceae
Fissidentaceae,Fissidentaceae,Encyclopedia of Life,0.75,Fissidentaceae
Fissidentaceae,Fissidentaceae,Tropicos - Missouri Botanical Garden,0.75,Fissidentaceae
Anacolia,Anacolia,Catalogue of Life Checklist,0.75,Anacolia
Anacolia,Anacolia,Encyclopedia of Life,0.75,Anacolia
Anacolia,Anacolia,Tropicos - Missouri Botanical Garden,0.75,Anacolia
Anacolia baueri,Anacolia baueri,Tropicos - Missouri Botanical Garden,0.988,Anacolia baueri
Anacolia laevisphaera,Anacolia laevisphaera,Encyclopedia of Life,0.988,Anacolia laevisphaera
Anacolia laevisphaera,Anacolia laevisphaera,Catalogue of Life Checklist,0.988,Anacolia laevisphaera
Anacolia laevisphaera,Anacolia laevisphaera,Tropicos - Missouri Botanical Garden,0.988,Anacolia laevisphaera
Anacolia menziesii,Anacolia menziesii,Encyclopedia of Life,0.988,Anacolia menziesii
Anacolia menziesii,Anacolia menziesii,Catalogue of Life Checklist,0.988,Anacolia menziesii
Anacolia menziesii,Anacolia menziesii,Tropicos - Missouri Botanical Garden,0.988,Anacolia menziesii
Bartramia,Bartramia,Catalogue of Life Checklist,0.75,Bartramia
Bartramia,Bartramia,Encyclopedia of Life,0.75,Bartramia
Bartramia,Bartramia,The International Plant Names Index,0.75,Bartramia
Bartramia,Bartramia,Tropicos - Missouri Botanical Garden,0.75,Bartramia
Bartramia ithyphylla,Bartramia ithyphylla,Encyclopedia of Life,0.988,Bartramia ithyphylla
Bartramia ithyphylla,Bartramia ithyphylla,Catalogue of Life Checklist,0.988,Bartramia ithyphylla
Bartramia ithyphylla,Bartramia ithyphylla,Tropicos - Missouri Botanical Garden,0.988,Bartramia ithyphylla
Bartramia pomiformis,Bartramia pomiformis,Encyclopedia of Life,0.988,Bartramia pomiformis
Bartramia pomiformis,Bartramia pomiformis,Catalogue of Life Checklist,0.988,Bartramia pomiformis
Bartramia pomiformis,Bartramia pomiformis,Tropicos - Missouri Botanical Garden,0.988,Bartramia pomiformis
Bartramia stricta,Bartramia stricta,Encyclopedia of Life,0.988,Bartramia stricta
Bartramia stricta,Bartramia stricta,Catalogue of Life Checklist,0.988,Bartramia stricta
Bartramia stricta,Bartramia stricta,Tropicos - Missouri Botanical Garden,0.988,Bartramia stricta
Philonotis,Philonotis,Catalogue of Life Checklist,0.75,Philonotis
Philonotis,Philonotis,Encyclopedia of Life,0.75,Philonotis
Philonotis,Philonotis,Tropicos - Missouri Botanical Garden,0.75,Philonotis
Philonotis americana,Philonotis americana,Encyclopedia of Life,0.988,Philonotis americana
Philonotis americana,Philonotis americana,Tropicos - Missouri Botanical Garden,0.988,Philonotis americana
Philonotis caespitosa,Philonotis caespitosa,Encyclopedia of Life,0.988,Philonotis caespitosa
Philonotis caespitosa,Philonotis caespitosa,Tropicos - Missouri Botanical Garden,0.988,Philonotis caespitosa
Philonotis calcarea,Philonotis calcarea,Encyclopedia of Life,0.988,Philonotis calcarea
Philonotis calcarea,Philonotis calcarea,Catalogue of Life Checklist,0.988,Philonotis calcarea
Philonotis calcarea,Philonotis calcarea,Tropicos - Missouri Botanical Garden,0.988,Philonotis calcarea
Philonotis capillaris,Philonotis capillaris,Encyclopedia of Life,0.988,Philonotis capillaris
Philonotis capillaris,Philonotis capillaris,Catalogue of Life Checklist,0.988,Philonotis capillaris
Philonotis capillaris,Philonotis capillaris,Tropicos - Missouri Botanical Garden,0.988,Philonotis capillaris
Philonotis fontanus,Philonotis fontanus,Catalogue of Life Checklist,0.75,Philonotis fontana
Philonotis fontanus,Philonotis fontanus,Encyclopedia of Life,0.75,Philonotis fontana
Philonotis fontanus,Philonotis fontanus,Tropicos - Missouri Botanical Garden,0.75,Philonotis fontana
Philonotis marchica,Philonotis marchica,Encyclopedia of Life,0.988,Philonotis marchica
Philonotis marchica,Philonotis marchica,Catalogue of Life Checklist,0.988,Philonotis marchica
Philonotis marchica,Philonotis marchica,Tropicos - Missouri Botanical Garden,0.988,Philonotis marchica
Philonotis muhlenbergii,Philonotis muhlenbergii,Encyclopedia of Life,0.988,Philonotis muhlenbergii
Philonotis muhlenbergii,Philonotis muhlenbergii,Catalogue of Life Checklist,0.988,Philonotis muhlenbergii
Philonotis muhlenbergii,Philonotis muhlenbergii,Tropicos - Missouri Botanical Garden,0.988,Philonotis muhlenbergii
Philonotis tomentella,Philonotis tomentella,Encyclopedia of Life,0.988,Philonotis tomentella
Philonotis tomentella,Philonotis tomentella,Catalogue of Life Checklist,0.988,Philonotis tomentella
Philonotis tomentella,Philonotis tomentella,Tropicos - Missouri Botanical Garden,0.988,Philonotis tomentella
Philonotis yezoana,Philonotis yezoana,Encyclopedia of Life,0.988,Philonotis yezoana
Philonotis yezoana,Philonotis yezoana,Catalogue of Life Checklist,0.988,Philonotis yezoana
Philonotis yezoana,Philonotis yezoana,Tropicos - Missouri Botanical Garden,0.988,Philonotis yezoana
Conostomum,Conostomum,Catalogue of Life Checklist,0.75,Conostomum
Conostomum,Conostomum,Encyclopedia of Life,0.75,Conostomum
Conostomum,Conostomum,Tropicos - Missouri Botanical Garden,0.75,Conostomum
Conostomum tetragonum,Conostomum tetragonum,Encyclopedia of Life,0.988,Conostomum tetragonum
Conostomum tetragonum,Conostomum tetragonum,Catalogue of Life Checklist,0.988,Conostomum tetragonum
Conostomum tetragonum,Conostomum tetragonum,Tropicos - Missouri Botanical Garden,0.988,Conostomum tetragonum
Funariaceae,Funariaceae,Catalogue of Life Checklist,0.75,Funariaceae
Funariaceae,Funariaceae,Encyclopedia of Life,0.75,Funariaceae
Funariaceae,Funariaceae,Tropicos - Missouri Botanical Garden,0.75,Funariaceae
Anomobryum,Anomobryum,Catalogue of Life Checklist,0.75,Anomobryum
Anomobryum,Anomobryum,Encyclopedia of Life,0.75,Anomobryum
Anomobryum,Anomobryum,Tropicos - Missouri Botanical Garden,0.75,Anomobryum
Anomobryum concinnatum,Anomobryum concinnatum,Tropicos - Missouri Botanical Garden,0.988,Anomobryum concinnatum
Anomobryum julaceum,Anomobryum julaceum,Encyclopedia of Life,0.988,Anomobryum julaceum
Anomobryum julaceum,Anomobryum julaceum,Catalogue of Life Checklist,0.988,Anomobryum julaceum
Anomobryum julaceum,Anomobryum julaceum,Tropicos - Missouri Botanical Garden,0.988,Anomobryum julaceum
Bryum,Bryum,Catalogue of Life Checklist,0.75,Bryum
Bryum,Bryum,Encyclopedia of Life,0.75,Bryum
Bryum,Bryum,Tropicos - Missouri Botanical Garden,0.75,Bryum
Bryum argentum,Bryum argentum,Catalogue of Life Checklist,0.75,Bryum argenteum
Bryum argentum,Bryum argentum,Encyclopedia of Life,0.75,Bryum argenteum
Bryum argentum,Bryum argentum,Tropicos - Missouri Botanical Garden,0.75,Bryum argenteum
Bryum argentum,Bryum argentum,Encyclopedia of Life,0.75,Bryum argentatum
Bryum argentum,Bryum argentum,Tropicos - Missouri Botanical Garden,0.75,Bryum argentatum
Bryum blindii,Bryum blindii,Encyclopedia of Life,0.988,Bryum blindii
Bryum blindii,Bryum blindii,Catalogue of Life Checklist,0.988,Bryum blindii
Bryum blindii,Bryum blindii,Tropicos - Missouri Botanical Garden,0.988,Bryum blindii
Bryum calobryoides,Bryum calobryoides,Encyclopedia of Life,0.988,Bryum calobryoides
Bryum calobryoides,Bryum calobryoides,Catalogue of Life Checklist,0.988,Bryum calobryoides
Bryum calobryoides,Bryum calobryoides,Tropicos - Missouri Botanical Garden,0.988,Bryum calobryoides
Bryum chryseum,Bryum chryseum,Encyclopedia of Life,0.988,Bryum chryseum
Bryum chryseum,Bryum chryseum,Catalogue of Life Checklist,0.988,Bryum chryseum
Bryum chryseum,Bryum chryseum,Tropicos - Missouri Botanical Garden,0.988,Bryum chryseum
Bryum lanatum,Bryum lanatum,Encyclopedia of Life,0.988,Bryum lanatum
Bryum lanatum,Bryum lanatum,Tropicos - Missouri Botanical Garden,0.988,Bryum lanatum
Gemmabryum,Gemmabryum,Encyclopedia of Life,0.75,Gemmabryum
Gemmabryum,Gemmabryum,Tropicos - Missouri Botanical Garden,0.75,Gemmabryum
Gemmabryum barnesii,Gemmabryum barnesii,Encyclopedia of Life,0.988,Gemmabryum barnesii
Gemmabryum barnesii,Gemmabryum barnesii,Tropicos - Missouri Botanical Garden,0.988,Gemmabryum barnesii
Gemmabryum caespiticium,Gemmabryum caespiticium,Encyclopedia of Life,0.988,Gemmabryum caespiticium
Gemmabryum caespiticium,Gemmabryum caespiticium,Tropicos - Missouri Botanical Garden,0.988,Gemmabryum caespiticium
Gemmabryum californicum,Gemmabryum californicum,Encyclopedia of Life,0.988,Gemmabryum californicum
Gemmabryum californicum,Gemmabryum californicum,Tropicos - Missouri Botanical Garden,0.988,Gemmabryum californicum
Gemmabryum dichotomum,Gemmabryum dichotomum,Encyclopedia of Life,0.988,Gemmabryum dichotomum
Gemmabryum dichotomum,Gemmabryum dichotomum,Tropicos - Missouri Botanical Garden,0.988,Gemmabryum dichotomum
Gemmabryum gemmiferum,Gemmabryum gemmiferum,Encyclopedia of Life,0.988,Gemmabryum gemmiferum
Gemmabryum gemmiferum,Gemmabryum gemmiferum,Tropicos - Missouri Botanical Garden,0.988,Gemmabryum gemmiferum
Gemmabryum gemmilucens,Gemmabryum gemmilucens,Encyclopedia of Life,0.988,Gemmabryum gemmilucens
Gemmabryum gemmilucens,Gemmabryum gemmilucens,Tropicos - Missouri Botanical Garden,0.988,Gemmabryum gemmilucens
Gemmabryum klinggraeffii,Gemmabryum klinggraeffii,Encyclopedia of Life,0.988,Gemmabryum klinggraeffii
Gemmabryum klinggraeffii,Gemmabryum klinggraeffii,Tropicos - Missouri Botanical Garden,0.988,Gemmabryum klinggraeffii
Gemmabryum kunzei,Gemmabryum kunzei,Encyclopedia of Life,0.988,Gemmabryum kunzei
Gemmabryum kunzei,Gemmabryum kunzei,Tropicos - Missouri Botanical Garden,0.988,Gemmabryum kunzei
Gemmabryum radiculosum,Gemmabryum radiculosum,Encyclopedia of Life,0.988,Gemmabryum radiculosum
Gemmabryum radiculosum,Gemmabryum radiculosum,Tropicos - Missouri Botanical Garden,0.988,Gemmabryum radiculosum
Gemmabryum subapiculatum,Gemmabryum subapiculatum,Encyclopedia of Life,0.988,Gemmabryum subapiculatum
Gemmabryum subapiculatum,Gemmabryum subapiculatum,Tropicos - Missouri Botanical Garden,0.988,Gemmabryum subapiculatum
Gemmabryum tenuisetum,Gemmabryum tenuisetum,Encyclopedia of Life,0.988,Gemmabryum tenuisetum
Gemmabryum tenuisetum,Gemmabryum tenuisetum,Tropicos - Missouri Botanical Garden,0.988,Gemmabryum tenuisetum
Gemmabryum valparaisense,Gemmabryum valparaisense,Encyclopedia of Life,0.988,Gemmabryum valparaisense
Gemmabryum valparaisense,Gemmabryum valparaisense,Tropicos - Missouri Botanical Garden,0.988,Gemmabryum valparaisense
Gemmabryum violaceum,Gemmabryum violaceum,Encyclopedia of Life,0.988,Gemmabryum violaceum
Gemmabryum violaceum,Gemmabryum violaceum,Tropicos - Missouri Botanical Garden,0.988,Gemmabryum violaceum
Haplodontium,Haplodontium,Catalogue of Life Checklist,0.75,Haplodontium
Haplodontium,Haplodontium,Encyclopedia of Life,0.75,Haplodontium
Haplodontium,Haplodontium,Tropicos - Missouri Botanical Garden,0.75,Haplodontium
Haplodontium tehamense,Haplodontium tehamense,Encyclopedia of Life,0.988,Haplodontium tehamense
Haplodontium tehamense,Haplodontium tehamense,Tropicos - Missouri Botanical Garden,0.988,Haplodontium tehamense
Imbribryum,Imbribryum,Encyclopedia of Life,0.75,Imbribryum
Imbribryum,Imbribryum,Tropicos - Missouri Botanical Garden,0.75,Imbribryum
Imbribryum alpinum,Imbribryum alpinum,Encyclopedia of Life,0.988,Imbribryum alpinum
Imbribryum alpinum,Imbribryum alpinum,Tropicos - Missouri Botanical Garden,0.988,Imbribryum alpinum
Imbribryum gemmiparum,Imbribryum gemmiparum,Encyclopedia of Life,0.988,Imbribryum gemmiparum
Imbribryum gemmiparum,Imbribryum gemmiparum,Tropicos - Missouri Botanical Garden,0.988,Imbribryum gemmiparum
Imbribryum microchaeton,Imbribryum microchaeton,Encyclopedia of Life,0.988,Imbribryum microchaeton
Imbribryum microchaeton,Imbribryum microchaeton,Tropicos - Missouri Botanical Garden,0.988,Imbribryum microchaeton
Imbribryum mildeanum,Imbribryum mildeanum,Encyclopedia of Life,0.988,Imbribryum mildeanum
Imbribryum mildeanum,Imbribryum mildeanum,Tropicos - Missouri Botanical Garden,0.988,Imbribryum mildeanum
Imbribryum miniatum,Imbribryum miniatum,Encyclopedia of Life,0.988,Imbribryum miniatum
Imbribryum miniatum,Imbribryum miniatum,Tropicos - Missouri Botanical Garden,0.988,Imbribryum miniatum
Imbribryum muhlenbeckii,Imbribryum muhlenbeckii,Encyclopedia of Life,0.75,Imbribryum muehlenbeckii
Imbribryum muhlenbeckii,Imbribryum muhlenbeckii,Tropicos - Missouri Botanical Garden,0.75,Imbribryum muehlenbeckii
Imbribryum sp. nov.,Imbribryum sp. nov.,Encyclopedia of Life,0.75,Imbribryum
Imbribryum sp. nov.,Imbribryum sp. nov.,Tropicos - Missouri Botanical Garden,0.75,Imbribryum
Plagiobryoides,Plagiobryoides,Encyclopedia of Life,0.75,Plagiobryoides
Plagiobryoides,Plagiobryoides,Tropicos - Missouri Botanical Garden,0.75,Plagiobryoides
Plagiobryoides vinosula,Plagiobryoides vinosula,Encyclopedia of Life,0.988,Plagiobryoides vinosula
Plagiobryoides vinosula,Plagiobryoides vinosula,Tropicos - Missouri Botanical Garden,0.988,Plagiobryoides vinosula
