"","user_supplied_name","submitted_name","data_source_title","score","matched_name2"
"1140","Tortula plinthobia","Tortula plinthobia","Tropicos - Missouri Botanical Garden",0.988,"Tortula plinthobia"
"1141","Tortula protobryoides","Tortula protobryoides","Encyclopedia of Life",0.988,"Tortula protobryoides"
"1142","Tortula protobryoides","Tortula protobryoides","Catalogue of Life Checklist",0.988,"Tortula protobryoides"
"1143","Tortula protobryoides","Tortula protobryoides","Tropicos - Missouri Botanical Garden",0.988,"Tortula protobryoides"
"1144","Tortula subulata","Tortula subulata","Encyclopedia of Life",0.988,"Tortula subulata"
"1145","Tortula subulata","Tortula subulata","Catalogue of Life Checklist",0.988,"Tortula subulata"
"1146","Tortula subulata","Tortula subulata","Tropicos - Missouri Botanical Garden",0.988,"Tortula subulata"
"1147","Tortula systylia","Tortula systylia","Encyclopedia of Life",0.988,"Tortula systylia"
"1148","Tortula systylia","Tortula systylia","Catalogue of Life Checklist",0.988,"Tortula systylia"
"1149","Tortula systylia","Tortula systylia","Tropicos - Missouri Botanical Garden",0.988,"Tortula systylia"
"1150","Trichostemmum brachydontium","Trichostemmum brachydontium","Catalogue of Life Checklist",0.75,"Trichostomum brachydontium"
"1151","Trichostemmum brachydontium","Trichostemmum brachydontium","Encyclopedia of Life",0.75,"Trichostomum brachydontium"
"1152","Trichostemmum brachydontium","Trichostemmum brachydontium","Tropicos - Missouri Botanical Garden",0.75,"Trichostomum brachydontium"
"1153","Trichostemmum crispulum","Trichostemmum crispulum","Catalogue of Life Checklist",0.75,"Trichostomum crispulum"
"1154","Trichostemmum crispulum","Trichostemmum crispulum","Encyclopedia of Life",0.75,"Trichostomum crispulum"
"1155","Trichostemmum crispulum","Trichostemmum crispulum","Tropicos - Missouri Botanical Garden",0.75,"Trichostomum crispulum"
"1156","Trichostemmum sweetii","Trichostemmum sweetii","Catalogue of Life Checklist",0.75,"Trichostomum sweetii"
"1157","Trichostemmum sweetii","Trichostemmum sweetii","Encyclopedia of Life",0.75,"Trichostomum sweetii"
"1158","Trichostemmum sweetii","Trichostemmum sweetii","Tropicos - Missouri Botanical Garden",0.75,"Trichostomum sweetii"
"1159","Triquetrella californica","Triquetrella californica","Encyclopedia of Life",0.988,"Triquetrella californica"
"1160","Triquetrella californica","Triquetrella californica","Catalogue of Life Checklist",0.988,"Triquetrella californica"
"1161","Triquetrella californica","Triquetrella californica","Tropicos - Missouri Botanical Garden",0.988,"Triquetrella californica"
"1162","Weissia condensa","Weissia condensa","Encyclopedia of Life",0.988,"Weissia condensa"
"1163","Weissia condensa","Weissia condensa","Catalogue of Life Checklist",0.988,"Weissia condensa"
"1164","Weissia condensa","Weissia condensa","Tropicos - Missouri Botanical Garden",0.988,"Weissia condensa"
"1165","Weissia controversa","Weissia controversa","Encyclopedia of Life",0.988,"Weissia controversa"
"1166","Weissia controversa","Weissia controversa","Catalogue of Life Checklist",0.988,"Weissia controversa"
"1167","Weissia controversa","Weissia controversa","Tropicos - Missouri Botanical Garden",0.988,"Weissia controversa"
"1168","Weissia inoperculata","Weissia inoperculata","Encyclopedia of Life",0.988,"Weissia inoperculata"
"1169","Weissia inoperculata","Weissia inoperculata","Catalogue of Life Checklist",0.988,"Weissia inoperculata"
"1170","Weissia inoperculata","Weissia inoperculata","Tropicos - Missouri Botanical Garden",0.988,"Weissia inoperculata"
"1171","Weissia ligulaefolia","Weissia ligulaefolia","Encyclopedia of Life",0.988,"Weissia ligulaefolia"
"1172","Weissia ligulaefolia","Weissia ligulaefolia","Catalogue of Life Checklist",0.988,"Weissia ligulaefolia"
