Subfamily,Genus,Species,Subspecies,Author_Date,Arizona,California,BajaCalifornia,Colorado,NewMexico,Nevada,Sonora,Utah,GenSp,GenSpSp,TaxonomicLevelCode
Myrmicinae,Acromyrmex,NA,NA,NA,1,1,1,0,0,0,0,0,NA,NA,50
Myrmicinae,Aphaenogaster,NA,NA,NA,4,6,2,3,5,4,1,3,NA,NA,50
Myrmicinae,Atta,NA,NA,NA,1,0,0,0,0,0,1,0,NA,NA,50
Myrmicinae,Cardiocondyla,NA,NA,NA,0,4,0,0,0,0,0,0,NA,NA,50
Myrmicinae,Cephalotes,NA,NA,NA,1,0,0,0,0,0,1,0,NA,NA,50
Myrmicinae,Crematogaster,NA,NA,NA,21,11,8,6,15,8,8,10,NA,NA,50
Myrmicinae,Cyphomyrmex,NA,NA,NA,2,2,0,0,0,0,0,0,NA,NA,50
Myrmicinae,Dolopomyrmex,NA,NA,NA,1,1,0,0,0,0,0,0,NA,NA,50
Myrmicinae,Formicoxenus,NA,NA,NA,2,2,0,2,1,0,0,4,NA,NA,50
Myrmicinae,Leptothorax,NA,NA,NA,4,3,0,3,3,4,0,3,NA,NA,50
Myrmicinae,Manica,NA,NA,NA,0,4,0,2,0,3,0,2,NA,NA,50
Myrmicinae,Messor,NA,NA,NA,0,0,0,1,0,0,0,0,NA,NA,50
Myrmicinae,Monomorium,NA,NA,NA,6,3,0,4,2,3,3,3,NA,NA,50
Myrmicinae,Myrmecina,NA,NA,NA,1,1,0,1,1,0,0,0,NA,NA,50
Myrmicinae,Myrmica,NA,NA,NA,12,8,0,16,9,8,0,13,NA,NA,50
Myrmicinae,Novomessor,NA,NA,NA,2,1,0,0,1,0,2,0,NA,NA,50
Myrmicinae,Pheidole,NA,NA,NA,53,23,10,9,20,13,8,12,NA,NA,50
Myrmicinae,Pogonomyrmex,NA,NA,NA,16,17,3,6,12,9,7,7,NA,NA,50
Myrmicinae,Rogeria,NA,NA,NA,1,1,0,0,0,0,0,0,NA,NA,50
Myrmicinae,Solenopsis,NA,NA,NA,9,10,1,4,10,3,2,6,NA,NA,50
Myrmicinae,Stenamma,NA,NA,NA,3,19,0,4,1,3,0,4,NA,NA,50
Myrmicinae,Strumigenys,NA,NA,NA,6,6,0,1,1,0,0,1,NA,NA,50
Myrmicinae,Temnothorax,NA,NA,NA,24,20,11,11,15,8,4,8,NA,NA,50
Myrmicinae,Tetramorium,NA,NA,NA,3,6,0,3,2,2,2,3,NA,NA,50
Myrmicinae,Trachymyrmex,NA,NA,NA,5,0,0,0,3,0,1,0,NA,NA,50
Myrmicinae,Veromessor,NA,NA,NA,2,7,3,1,0,4,1,1,NA,NA,50
Ponerinae,Hypoponera,NA,NA,NA,3,5,1,2,1,1,1,1,NA,NA,50
Ponerinae,Leptogenys,NA,NA,NA,0,0,1,0,0,0,1,0,NA,NA,50
Ponerinae,Odontomachus,NA,NA,NA,2,0,0,0,0,0,2,0,NA,NA,50
Ponerinae,Ponera,NA,NA,NA,0,0,0,1,0,0,0,1,NA,NA,50
Proceratiinae,Proceratium,NA,NA,NA,0,1,0,0,0,0,0,0,NA,NA,50
Pseudomyrmecinae,Pseudomyrmex,NA,NA,NA,2,2,3,1,1,1,5,0,NA,NA,50
Agroecomyrmecinae,NA,NA,NA,NA,0,0,0,1,0,0,0,0,NA,NA,42
Amblyoponinae,NA,NA,NA,NA,2,2,0,1,0,1,0,0,NA,NA,42
Dolichoderinae,NA,NA,NA,NA,16,12,5,21,11,9,5,9,NA,NA,42
Dorylinae,NA,NA,NA,NA,22,11,1,3,6,1,1,1,NA,NA,42
Ectatomminae,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,42
Formicinae,NA,NA,NA,NA,95,115,30,93,57,67,20,82,NA,NA,42
Incertae_sedis,NA,NA,NA,NA,0,0,0,1,0,0,0,0,NA,NA,42
Myrmeciinae,NA,NA,NA,NA,0,0,0,1,0,0,0,0,NA,NA,42
Myrmicinae,NA,NA,NA,NA,180,156,39,77,101,72,41,80,NA,NA,42
Ponerinae,NA,NA,NA,NA,5,5,2,3,1,1,4,2,NA,NA,42
Proceratiinae,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,NA,42
Pseudomyrmecinae,NA,NA,NA,NA,2,2,3,1,1,1,5,0,NA,NA,42
